UserScreenName,UserName,Timestamp,Text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Queretano Orgullo de México,@QroOrgulloDeMx,2021-04-02T05:22:23.000Z,"Replying to 
@poplabmxDespués de leer esto me queda claro que el periodismo esta en una severa crisis 
#Articulo19 #ProteccionSelectiva",🤣 🤦,,,,[],https://twitter.com/QroOrgulloDeMx/status/1377853898283704321
JorgeAlberto ChanCob,@jorgechancob,2021-04-02T05:19:36.000Z,"""En #QuintanaRoo, quienes ejercen el #periodismo y defendemos los #DerechosHumanos, estamos convencidos de que tanto #Articulo19 como #LydiaCacho, no tienen que ver nada con la defensa de los #DDHH y los de #periodistas en particular"".
¤Sirve a la #derecha
https://cambio22.info/articulo-19-organizacion-al-servicio-de-la-derecha-en-mexico-quintana-roo-su-laboratorio/…",,,,,['https://pbs.twimg.com/media/Ex8eLkdXAAIBxJ2?format=jpg&name=medium'],https://twitter.com/jorgechancob/status/1377853197440667650
Miguel Ángel Sánchez,@Miguel_Tresmas,2021-04-02T05:06:35.000Z,".
@article19mex
 #Articulo19",,,,1,[],https://twitter.com/Miguel_Tresmas/status/1377849922251198465
Vladimiro Mayakovski,@VladimiroMIUR,2021-04-02T05:05:25.000Z,"Va saliendo más sobre las agencias golpistas que financian entre otros a #Articulo19 
@article19mex
USAID ha dado fondos por 3 mil millones de dólares en México desde 2007 y no sabe qué se hizoUSAID ha dado fondos por 3 mil millones de dólares en México desde 2007 y no sabe qué se hizo
La Iniciativa de Mérida es un plan antidrogas que aporta no solo recursos, sino también equipos, tecnología, inteligencia y formación.
sinembargo.mx",,,,,['https://pbs.twimg.com/card_img/1377774653654044674/fGmGfCxM?format=jpg&name=small'],https://twitter.com/VladimiroMIUR/status/1377849630092836864
Sergio Cárdenas,@sacardenas,2021-04-02T05:04:10.000Z,"El nivel al que ha caído 
@lajornadaonline
 es nauseabundo. Ya son algo así como el Granma. #Articulo19Benjamín Pimentel
@Benja_Pimentel
 · 10h
Que vergüenza y marranada lo que publica hoy La Jornada.",,,,,"['https://pbs.twimg.com/profile_images/1245281536917848064/eGW-RhSz_mini.jpg', 'https://pbs.twimg.com/media/Ex6UXyvWgAUcReS?format=jpg&name=900x900']",https://twitter.com/sacardenas/status/1377849315473887232
Códigos,@codigosgto,2021-04-02T04:18:37.000Z,"Autoridades #BajaCalifornia esposan a reportero durante transmisión. #Morena #4T #AMLO #Articulo19 #CodigosNewsDenise Ramos
@deniseramosm
 · 2h
Detienen a reportero por intentar grabar la jornada de vacunación en Tijuana. ¿Qué es esto, Suecia?",👠,,3,,"['https://pbs.twimg.com/profile_images/1377110179938926594/XKFq70wK_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1377636565178982407/pu/img/XVb5FVQYHvwrZK4p.jpg']",https://twitter.com/codigosgto/status/1377837850222329859
J.J.Ruiz,@J2RUIZA,2021-04-02T04:17:22.000Z,"Como siempre la Libertad de Expresión es un derecho, sí y solo sí, hasta el momento que tocan mi interés y a mis amig@s de #Articulo19Témoris Grecko
@temoris
 · 15h
Una portada para la historia de las vergüenzas del periodismo mexicano.
¿Alguien se dio cuenta cuándo nombraron director de La Jornada a El Chapucero?",,,,,"['https://pbs.twimg.com/profile_images/3054605652/1b95b46893fd626df2ea5904f640b980_mini.jpeg', 'https://pbs.twimg.com/media/Ex5MvQ3XEA06uX1?format=jpg&name=900x900']",https://twitter.com/J2RUIZA/status/1377837535511027713
Divergente - Ismael Rojas,@ismasan7,2021-04-02T04:16:32.000Z,"Replying to 
@SinLinea_Mx
 and 
@MalthusGamba#LaJornada #Articulo19  #aristegui",📌 💵 😲,,,,['https://pbs.twimg.com/card_img/1377799113543139329/o9StXku8?format=jpg&name=240x240'],https://twitter.com/ismasan7/status/1377837326395670529
Emilia Córdova,@nonsensicalpunk,2021-04-02T04:13:02.000Z,"Qué pena, ahora van a defender el falso periodismo y como siempre todos están en contra del querido presidente #LaJornada #Articulo19Tito Garza Onofre
@garza_onofre
 · 15h
Como se publicó     /     Como se lee",,,,,"['https://pbs.twimg.com/profile_images/1321253339581968388/UxkuNF1m_mini.jpg', 'https://pbs.twimg.com/media/Ex5SWtvWgAQc4BU?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Ex5SXkBXMAUpaG_?format=jpg&name=360x360']",https://twitter.com/nonsensicalpunk/status/1377836446116159488
J.J.Ruiz,@J2RUIZA,2021-04-02T04:10:56.000Z,"Replying to 
@monerorape
 and 
@lajornadaonlineEntonces criticar #Articulo19 no es ético?

¿La libertad de expresión, ahora estará sujeta a la censura de 
@article19mex
 autorice si es ético?

¿Quién determina los límites de la ética en el uso de la Libertad de expresión?",,,1,2,[],https://twitter.com/J2RUIZA/status/1377835920078950408
Andrés de la Peña,@andres_dlap,2021-04-02T04:07:56.000Z,"Resulta que 2 mil 93 mdp (18.12%) están dedicados a actividades en colaboración con el Gobierno de México en alguno de los 3 órdenes.

Es decir que el gobierno de México, incluyendo al federal, accede o se beneficia del mismo financiamiento con el cual tacha a #Articulo19 

(4/5)",,1,,,[],https://twitter.com/andres_dlap/status/1377835164202586113
Andrés de la Peña,@andres_dlap,2021-04-02T04:07:55.000Z,"La realidad sobre el financiamiento de #Articulo19 

Abro
(al final subo la base de datos usada)

#AMLO acusó a 
@article19mex
 por recibir fondos de E.U.A. Sin embargo, el Gobierno de México accede al mismo financiamiento, en la misma modalidad, y en mayor medida. (1/5)",🧵,1,,2,['https://pbs.twimg.com/media/Ex7_Z1uWYAUJOQ-?format=jpg&name=small'],https://twitter.com/andres_dlap/status/1377835160767492098
ClaroyDirectomx,@claroydirectomx,2021-04-02T04:05:48.000Z,"Responde #Artículo19, acusaciones de #AMLO son para desviar la atención y evadir la #ley
 https://cydnoticias.mx/2021/04/01/responde-articulo-19-acusaciones-de-amlo/…
@lopezobrador_
 @article19orgResponde Artículo-19, acusaciones de AMLO son para desviar la atención y evadir la ley - Claro y...
Artículo 19, presentó una denuncia formal el 5 de junio de 2020 ante la Secretaría de la Función Pública, mes y medio después, el 26 de julio,
cydnoticias.mx",🔴 👉,,,,['https://pbs.twimg.com/card_img/1377834493348872193/8oXEHo3E?format=jpg&name=small'],https://twitter.com/claroydirectomx/status/1377834626471899140
FELIPE RODRIGUEZ,@ELCHAYOTEHUASTE,2021-04-02T03:09:38.000Z,"#MasPruebas ? ##Articulo19 ?Dr. Aarón Fuentes ®
@MD_H0_DrAaronFC
 · Mar 31
Yo ya les había dicho que era Article19 y por quien es financiado.... se los presenté cuando fue el ataque de la periodista Silvia Chocarro twitter.com/MD_H0_DrAaronF…",,,,,['https://pbs.twimg.com/profile_images/1281331778872135687/tJyIF2cQ_mini.jpg'],https://twitter.com/ELCHAYOTEHUASTE/status/1377820492292268033
Noticias 22,@N22Digital,2021-04-02T03:01:46.000Z,"#Debate22 con 
@jacarandilla
 | Distorsión: el discurso contra la realidad. Para hablar sobre el más reciente informe de #Articulo19 nos acompañan 
@vladyruzo
 y 
@juliojuarezg
.Noticias 22
@N22Digital
#Debate22 con @jacarandilla | Distorsión: el discurso contra la realidad. Para hablar sobre el más reciente informe de #Articulo19 nos acompañan @vladyruzo y @juliojuarezg.",,,1,3,"['https://pbs.twimg.com/card_img/1377856556239355906/HgtvXB_h?format=jpg&name=orig', 'https://pbs.twimg.com/profile_images/1191877538282430464/OsvUuEFI_mini.jpg']",https://twitter.com/N22Digital/status/1377818510227869699
LA PRENSA,@laprensaoem,2021-04-02T02:56:18.000Z,"Más de 400 periodistas y activistas junto con 164 ONG´S se han sumado al apoyo a la organización #Articulo19, luego de las declaraciones de #AMLO.The following media includes potentially sensitive content. Change settings
View",,,,,[],https://twitter.com/laprensaoem/status/1377817135385300993
Heimlich,@HHeimlich,2021-04-02T02:52:34.000Z,"La #USAID,tristemente célebre x ser brazo intervencionista y financiador del #golpismo,es financiadora de la #4T.La 
@Busqueda_MX
 es quien recibe dinero del gobierno norteamericano y no #Articulo19

#AMLO #CobardeMatoncito #MexicoEnUnaFoto  
@LaIzqDiarioMX
 @RSF_esp
 @AristeguiOnlineUSAID México
@USAIDMX
 · Feb 4
Hoy en @USAID formalizamos una nueva etapa de colaboración con @Busqueda_MX para sumarnos a los esfuerzos de coordinación en la búsqueda, localización e identificación de personas. ",🤝,,,,"['https://pbs.twimg.com/profile_images/782961275613569025/OM_kCBOM_mini.jpg', 'https://pbs.twimg.com/media/EtZn4G7XAAkhrEn?format=png&name=small']",https://twitter.com/HHeimlich/status/1377816197060816901
Diario La Calle,@lacalledelasoci,2021-04-02T02:45:03.000Z,"Luego de que el presidente 
@lopezobrador_
  se lanzó contra la organización defensora de la libertad de expresión #Articulo19, en redes sociales diversas asociaciones mostraron su solidaridad y repudio contra los comentarios hechos desde la mañanera.

#EnPortada #mananera",,,1,1,['https://pbs.twimg.com/media/Ex76zuJVoAAMwVw?format=jpg&name=large'],https://twitter.com/lacalledelasoci/status/1377814306113339396
"Marizxa
Salud
Cero Obesidad
100% AMLO",,2021-04-02T02:43:26.000Z,"Me hubiera gustado q estuviera lleno d ex presidentes de México diputados y senadores del #PRIAN y sus secuaces de la #PrensaSicaria #Latinus #Articulo19 , cuando don Manuelito los manda al reino jajajajaja #D10LosVacunadoresJorge Armando Rocha
@rochaperiodista
 · 10h
Qué bueno que Don Manuelito ya está vacunado, pero si nos asustó a varios.",💐 👪 😎 🥳 😘,,1,1,"['https://pbs.twimg.com/profile_images/1280000986866683907/QyIwaQ8v_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1377693306298187779/pu/img/NJSTnXV7uzcWk5Hw.jpg']",https://twitter.com/marizxa/status/1377813898275872769
LETRINus,@letrinus,2021-04-02T02:41:04.000Z,"Esto no saldría en #latinus : #Artículo19, ataca permanentemente a #SanjuanaMartínez, que es periodista también. 
Al mismo tiempo, defiende a los periodistas ligados a la corrupción que imperaba en #Notimex, nido de vividores y dirigentes sindicales deshonestos.",,,3,7,['https://pbs.twimg.com/media/Ex755VRVcAQLCLH?format=jpg&name=small'],https://twitter.com/letrinus/status/1377813302185582594
mujeres al borde,@mujeresalborde,2021-04-02T02:02:45.000Z,"#Articulo19Pєlwchy
@KittyPelwchy
 · 3h
Periodistas ""incómodos""",🌹 ❤,,,,"['https://pbs.twimg.com/profile_images/1374075114938073095/NcC3CHty_mini.jpg', 'https://pbs.twimg.com/media/Ex7tNKIWgAMTNW7?format=jpg&name=small']",https://twitter.com/mujeresalborde/status/1377803659954753538
J.J.Ruiz,@J2RUIZA,2021-04-02T02:01:35.000Z,"Replying to 
@manuelhborbollaEEUU es injerencista y eso no cambiará nunca. Como país tenemos que ir destruyendo todos esos tentáculos que los gringos tienen para intervenir naciones. Al gobierno de #AMLO no le sirve atacar al jefe de estado gringo; pero ayuda mucho cortarle tentáculos como #Articulo19",,,1,,['https://pbs.twimg.com/media/Ex7w2voWEAcVZX9?format=jpg&name=small'],https://twitter.com/J2RUIZA/status/1377803364524785664
Antonio Medina Trejo,@antoniomedina41,2021-04-02T01:58:28.000Z,"Exige diputada de PRD a AMLO detener linchamiento contra #Articulo19  
@juarezvero
 @DiputadosPRD64
 @PRDMexico
 @NvaIzq
 
://wradio.com.mx/radio/2021/04/01/nacional/1617310753_039932.html?ssm=tw a través de 
@wradiomexico",,,3,3,[],https://twitter.com/antoniomedina41/status/1377802583406833668
ALEJANDRO CABRERA CORTEZ,@CABRERACORTEZ1,2021-04-02T01:53:34.000Z,"Quisieran que #LaJornada
(
@lajornadaonline
) fuera como el 
@reformanacional
 pues no se les  va a  conceder pinche bola de FACHOS, BOROLISTAS, PRIANISTAS, DERECHOSOS y DERIVADOS.
HDSPM!....
 #Articulo19 
@PoloMaldonadoG
 @article19mex
 criados del criminal SIONISTA George Soros",,,,1,[],https://twitter.com/CABRERACORTEZ1/status/1377801349006516226
El Crítico Político,@Cr_Politico,2021-04-02T01:51:02.000Z,"Replying to 
@PoloMaldonadoGVa otra 
@PoloMaldonadoG
...

¿Qué tanto de las $2.96 millones de Libras Esterlinas

(unos $4 millones de dólares u $83 millones de pesos)

que 
@article19org
 recibió en 2019 e hizo llegar a #Latinoamerica

le tocaron a 
@article19mex
?
 Mañana las pruebas sobre #Articulo19",👉,,7,11,['https://pbs.twimg.com/media/Ex7ucDsVgAEFZ78?format=jpg&name=small'],https://twitter.com/Cr_Politico/status/1377800710536957952
radicalmoderado,@radikalmoderado,2021-04-02T01:50:06.000Z,"Replying to 
@Revolucion3_0Sería bueno saber quienes son los integrantes del #Articulo19.",,,,,[],https://twitter.com/radikalmoderado/status/1377800477090406403
BRF,@RayoSaucedo,2021-04-02T01:50:03.000Z,"Claro por eso extraña muchísimo la portada de hoy. Atacando a quienes les han defendido. #Articulo19Rafael Barajas
@fisgonmonero
 · 4h
.@lajornada abrió el margen de libertad de expresión en México; denunció la barbarie neoliberal, el fraude y la corrupción cuando todos callaban; ha defendido causas perdidas...
Y nunca le ha hecho el juego a la CIA ni al empresariado corrupto ni a campañas mediáticas sucias.",,,,,['https://pbs.twimg.com/profile_images/795746953569140736/FxpiMmqL_mini.jpg'],https://twitter.com/RayoSaucedo/status/1377800464671113216
J.J.Ruiz,@J2RUIZA,2021-04-02T01:48:08.000Z,"Replying to 
@manuelhborbollaEso fue con Peña, FeCal, Fox, Zedillo y Salinas de Gortari. Hoy gobierno no manda silenciar, ni encarcela periodistas. #Articulo19 pierde negocio de protección con gobiernos honestos, su razón de $$er acaba.

Así
le gustan los gobiernos a #Articulo19
Mucho negocio de protección",👇,,,,['https://pbs.twimg.com/media/Ex7tx96XEAQfC1W?format=jpg&name=small'],https://twitter.com/J2RUIZA/status/1377799980858097667
Divergente - Ismael Rojas,@ismasan7,2021-04-02T01:46:41.000Z,"No tienen cara con qué atacar a #LaJornada parece que #Articulo19 tiene oídos de mazapán y le va a llorar a #aristegui¿Cuál es el interés de #Artículo19
en #México?
#Artículo19 se ofendió porque el presidente #LópezObrador cuestionara que entre sus patrocinadores se encuentran agencias y el propio gobierno de #USA, siemp...
youtube.com",📌 💵 😲,,,,['https://pbs.twimg.com/card_img/1377799113543139329/o9StXku8?format=jpg&name=240x240'],https://twitter.com/ismasan7/status/1377799616150843394
VOX MONTEJANO,@Voxmontejano,2021-04-02T00:55:10.000Z,"Esto va más allá de un ataque virulento contra A19!! Cualquier periodista serio lo sabe. #Articulo19Tito Garza Onofre
@garza_onofre
 · 15h
Como se publicó     /     Como se lee",,,3,2,"['https://pbs.twimg.com/profile_images/1321253339581968388/UxkuNF1m_mini.jpg', 'https://pbs.twimg.com/media/Ex5SWtvWgAQc4BU?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Ex5SXkBXMAUpaG_?format=jpg&name=360x360']",https://twitter.com/Voxmontejano/status/1377786650055602178
Comsatori dice #INEcorrupto,@comsatori,2021-04-02T00:49:35.000Z,"¿Será por esto que están tan enojados?

#Articulo19 
#PrensaCorrupta",,1,2,1,['https://pbs.twimg.com/media/Ex7gYEmVEAEf_C0?format=png&name=small'],https://twitter.com/comsatori/status/1377785246821670913
Lucy Chávez,@LuzMariaChavez1,2021-04-02T00:47:25.000Z,"Replying to 
@HernanGomezB
 and 
@article19mexHasta que te leo algo sensato 
El derecho y libertad de los medios de comunicación son indispensables, sobre todo cuando son comprobables sus artículos aunque pise los callos presidenciales.
#Articulo19 √
@latinus_us
  √
@lajornadaonline
 X",💜 😒,,2,6,[],https://twitter.com/LuzMariaChavez1/status/1377784701587456001
Vladimiro Mayakovski,@VladimiroMIUR,2021-04-02T00:45:19.000Z,"El Departamento de Estado financia #Articulo19 
@article19mex
  mediante agencias como la USAID y la NED. Ambas involucradas en Golpes de Estado en América Latina. Dejo interesante artículo sobre el manejo mediático y la migración a los golpes blandos.« La era de los golpes de Estado suaves en América Latina » - Le Monde diplomatique en español
América Latina, habituada a los golpes de Estado militares, se convirtió, tras el invierno de las de las dictaduras, en un laboratorio de experimentación de políticas de izquierda. Sin embargo,...
mondiplo.com",,,,,['https://pbs.twimg.com/card_img/1375982158775525377/pkQkY6s3?format=jpg&name=360x360'],https://twitter.com/VladimiroMIUR/status/1377784173679763457
Vladimiro Mayakovski,@VladimiroMIUR,2021-04-02T00:41:05.000Z,"La USAID que financia #Articulo19 y los golpes blandos 
""Detrás de todos ellos encontramos al mismo pulpo de «organizaciones de la sociedad civil» promoviendo la erosión, desestabilización y caída de los gobiernos contrarios al dominio norteamericano""La USAID y los golpes blandos en América Latina - De Verdad digital
Los recientes sucesos en Nicaragua han revelado un patrón calcado al de otros procesos desestabilizadores: Venezuela, Ecuador, Bolivia… Detrás de todos ellos encontramos al mismo pulpo de «organiza...
deverdaddigital.com",👇,,,,['https://pbs.twimg.com/card_img/1377301600004407296/s6DI98RC?format=jpg&name=small'],https://twitter.com/VladimiroMIUR/status/1377783107584151557
Natally Rabanes,@Natalli1911,2021-04-02T00:36:12.000Z,"Replying to 
@ContrapesoC
 and 
@RicardoAlemanMx#Articulo19 ",♏ ♻ 💞 👍,,,,[],https://twitter.com/Natalli1911/status/1377781880595042306
Vladimiro Mayakovski,@VladimiroMIUR,2021-04-02T00:24:12.000Z,"https://bbc.com/mundo/noticias/2014/04/140404_eeuu_agencia_usaid_en…

Estos son las fuentes de financiamiento de #Articulo19La USAID: ¿agencia de desarrollo o de operaciones encubiertas? - BBC News Mundo
La noticia del ""Twitter cubano"" volvió a abrir el debate acerca del papel de esta agencia del gobierno estadounidense financiada por el Departamento de Estado, que ha sido acusada de entrometerse en...
bbc.com",,,,,[],https://twitter.com/VladimiroMIUR/status/1377778860188655616
Vladimiro Mayakovski,@VladimiroMIUR,2021-04-02T00:23:24.000Z,"""La revista Foreign Policy recuerda que durante 60´s y 70´s, la USAID se asoció con la ahora clausurada Oficina de Seguridad Pública de la CIA, un departamento señalado de formar a cuerpos de seguridad extranjeros en ""técnicas de terrorismo y tortura"" #Articulo19 
@article19mex
 ",👇,1,1,,[],https://twitter.com/VladimiroMIUR/status/1377778656068706306
ivette ивет,@ivroye,2021-04-02T00:17:53.000Z,"#Articulo19 neoliberalismo corrupto y golpistaCésar Huerta
@zorrotapatio
 · 9h
Artículo 19 no es una organización intocable e impoluta, hay mucho que cuestionarle. 

Ahora resulta que nadie puede criticarla, ni siquiera La Jornada, porque es un “ataque a la libertad de expresión”. 

Es tiempo de que se rompa la burbuja del status quo. Fuera máscaras.",🌺 👊 💗,,,,['https://pbs.twimg.com/profile_images/1246989314036133888/mas39aha_mini.jpg'],https://twitter.com/ivroye/status/1377777269368840194
Rebeca Reyes,@nightreader2010,2021-04-02T00:11:08.000Z,"Replying to 
@ahope71Ya se tienen muy claras las orientaciones de cada medio. El consumidor elige,  lee/escucha lo que quiere oir para confirmar sus creencias. Muchas, verdades a medias de cada lado.  Difícil encontrar la objetividad, pocos como #Articulo19  #quépena",🔆,,,,[],https://twitter.com/nightreader2010/status/1377775569539117058
Comsatori dice #INEcorrupto,@comsatori,2021-04-01T23:24:54.000Z,"¿Es que ni modo que se metieran con el #ComandanteBorolas verdad?

Ah, pero la 4T reprime...FARSANTES de mierda.

#PrensaCorrupta 
#OposicionMiserableYMezquina 
#Articulo19",,,2,2,['https://pbs.twimg.com/media/Ex7M8CpVoAM0Zjb?format=png&name=small'],https://twitter.com/comsatori/status/1377763935567286278
Minotauro,@LaloClz,2021-04-01T23:24:46.000Z,"Replying to 
@lajornadaonline
 @LaJornada
 and 2 others#AMLOCorrupto
El improperio contraataca!
#Articulo19",,,,,['https://pbs.twimg.com/media/Ex7M93CWgAs-Cmk?format=jpg&name=small'],https://twitter.com/LaloClz/status/1377763901132189706
Comsatori dice #INEcorrupto,@comsatori,2021-04-01T23:20:27.000Z,"Tanta lana donada a #Articulo19 y no hicieron NI MADRES por Jesús Lemus, víctima del calderonato.

Pura simulación.

#PrensaCorrupta 
#OposicionMiserableYMezquina",,,4,2,"['https://pbs.twimg.com/media/Ex7L1XvVcAE_4Et?format=png&name=360x360', 'https://pbs.twimg.com/media/Ex7L4lQU4Ac7yNe?format=png&name=360x360', 'https://pbs.twimg.com/media/Ex7L6aqVcAAK7aO?format=png&name=360x360']",https://twitter.com/comsatori/status/1377762815457435650
JORGE MARTINEZ RMZ,@medicojorge1960,2021-04-01T23:19:17.000Z,"Replying to 
@SimonLevyMx
 @mirrrus79
 and 
@mfloresarellanoTe van a acusar con #Articulo19",,,,,[],https://twitter.com/medicojorge1960/status/1377762523424776198
ISIDORO PEREZL,@PEREZISIDORO,2021-04-01T23:18:27.000Z,"Replying to 
@ESPOLITIC
 @alexmoscoso0
 and 
@_BRS_oficialA ver idiota, #Articulo19 no es una publicación, es una organización",,,,,[],https://twitter.com/PEREZISIDORO/status/1377762311444819979
Comsatori dice #INEcorrupto,@comsatori,2021-04-01T23:17:44.000Z,"Vaya que la 4T está desbaratando todo el régimen anterior...lo que ya no funciona, se derrumba...eso sucede con el periodismo chayotero y con los dizque defensores de periodistas simuladores, estilo #Articulo19 

Los mismos periodistas los balconearon ",👇 👇 👇,,2,4,"['https://pbs.twimg.com/media/Ex7LSX5UYAIw1-_?format=png&name=360x360', 'https://pbs.twimg.com/media/Ex7LTjWUYAEKyPG?format=png&name=360x360', 'https://pbs.twimg.com/media/Ex7LVyhVoAAvrnB?format=png&name=360x360']",https://twitter.com/comsatori/status/1377762130934390785
ginavp,@ginavelazquez,2021-04-01T23:16:56.000Z,"Correcto, qué ridículo!!!!!! #AMLO #Articulo19 #Impresentable #YoSiTeCreoKenia López Rabadán
@kenialopezr
 · Mar 31
El gobierno ha hecho ""pública"" la lista de quienes apoyan a @article19mex

""LOS CONSERVADORES""

¿Quién será según @lopezobrador_
más conservador, la Embajada Británica, Google o la Unión Europea?

Qué manera de hacer el ridículo a nivel internacional sr presidente...",,,,,"['https://pbs.twimg.com/profile_images/1237356675448913922/e6-KVwOg_mini.jpg', 'https://pbs.twimg.com/media/Ex2zvfvVEAEb1vx?format=jpg&name=small']",https://twitter.com/ginavelazquez/status/1377761931176644612
Quetzal,@Q7Angels,2021-04-01T23:15:05.000Z,"Replying to 
@julioastillero
 and 
@MemeYamelCAY esa ""periodista"" trabaja con el ""periodista"" Vicente Serrano ... Puro chayotubero de la #transformacionDe4ta 
.
Defendamos #Articulo19 del ataque de gobierno",,,,,[],https://twitter.com/Q7Angels/status/1377761465256402944
Jose Luis V. Q. #QuedateEnCasa #RedAMLO,@chikirriin,2021-04-01T22:39:51.000Z,"#AMLO revela que #Articulo19 recibe $$$$ del extranjero; su director lo acepta, además toda la gente que pertenece al movimiento conservador está en contra nuestra y lo puedo probar, #AMLO en su conferencia matutina.  https://polemon.mx/amlo-revela-que-articulo-19-recibe-dinero-del-extranjero-su-director-lo-acepta/… a través de 
@revistapolemonAMLO revela que Artículo 19 recibe dinero del extranjero; su director lo acepta
El Presidente AMLO reveló que la organización Artículo 19 recibe dinero del extranjero; su director lo acepta a regañadientes
polemon.mx",,,,,['https://pbs.twimg.com/card_img/1377358049287938049/7VVdbohx?format=jpg&name=small'],https://twitter.com/chikirriin/status/1377752596732116993
Miguel Navarro,@MiguelNavarro67,2021-04-01T22:36:43.000Z,"Replying to 
@AlfredoLeconaY dicen q no son iguales... todo el apoyo a #Articulo19",,,,,[],https://twitter.com/MiguelNavarro67/status/1377751807770906628
Luis Vargas Santiago,@lavx,2021-04-01T22:36:01.000Z,"Apoyo y respeto absoluto al trabajo objetivo, riguroso e informado de 
@Signa_Lab
 y de 
@rossanareguillo
. Ni ellos ni 
@article19mex
 merecen ser calumniados por el gobierno. #Articulo19ITESO
@ITESO
 · 8h
El ITESO reitera su compromiso con el derecho a la libertad de expresión. Los análisis del laboratorio @Signa_Lab, de la universidad, son rigurosos y contribuyen al debate público informado. Se pueden consultar en http://signalab.mx. 1/2
Show this thread",,2,,8,['https://pbs.twimg.com/profile_images/1190318352926990336/TcrIABnR_mini.jpg'],https://twitter.com/lavx/status/1377751633187241989
Ale Navarro,@NAsteroide,2021-04-01T22:28:21.000Z,"No nos toca hincarnos ni halagar al poder: Artículo 19; enfrentamos maquinaria muy aceitada: Reguillo | Aristegui Noticias 
“La libertad de expresión sigue siendo... un privilegio de los poderosos, de quien detenta el poder político” 
#Articulo19 #Notimex",,,,,[],https://twitter.com/NAsteroide/status/1377749703723524096
Rene Bueno,@ReneGood,2021-04-01T22:27:19.000Z,"Replying to 
@Chespis77
 @mty_rayo
 and 2 othersPor eso, entonces estarás de acuerdo que lo que dijo el presidente sobre #Articulo19 es por lo menos una pésima generalización, cierto?",,1,,,[],https://twitter.com/ReneGood/status/1377749443487801344
Yael Anahí López,@yanahilop,2021-04-01T22:26:38.000Z,"Repudio total a las infaustas declaraciones del Presidente contra #Articulo19 y la libertad de expresión.The Guardian
@guardian
 · 7h
Mexican press freedom dispute erupts as Amlo attacks US and domestic critics https://theguardian.com/global-development/2021/apr/01/mexico-press-freedom-amlo-attacks-critics?utm_term=Autofeed&CMP=twt_gu&utm_medium&utm_source=Twitter#Echobox=1617308812…",,,,2,['https://pbs.twimg.com/profile_images/1175141826870861825/K2qKoGla_mini.png'],https://twitter.com/yanahilop/status/1377749272024641538
YNavary Sierra (MMxM),@Navarys2,2021-04-01T22:25:55.000Z,"Replying to 
@malusita76
 and 
@GobiernoMXSi alguien merece ser denunciado, acusado y juzgado como culpable de destrucción de todo un País...sigue ahí, calumniando, denostando, mintiendo, propiciando la corrupción de su círculo de ineptos floreros...#Articulo19 estamos contigo.",,1,,2,[],https://twitter.com/Navarys2/status/1377749090679750657
Gustavo,@TmTitanesRojos,2021-04-01T22:24:48.000Z,"#Articulo190:13
4.9K views
From 
Daniel",,,,,[],https://twitter.com/TmTitanesRojos/status/1377748810902855681
Israel Buitrón,@IsraelBuitronD,2021-04-01T22:19:45.000Z,"Insisto con ""tener reservas"" con 
@Article19Mex
…

En entrevista con 
@JulioAstillero
, 
@MemeYamelCA
 habla sobre la ""selectividad de protección"" de #Artículo19¹ ""parece que lo no rentable no es de su interés""

—
¹ 
@Article19Org
 no es igual que 
@Article19Mex
, ¡Hay diferencias!MemeYamel
@MemeYamelCA
 · 9h
Incluso lo digo, el mecanismo de protección JAMÁS me contestó. Sólo me pusieron medidas locales y cuando las necesité no me contestaron. Al final, tuve que arreglármelas para no poner en riesgo a mi familia.
Show this thread",,6,34,64,"['https://pbs.twimg.com/media/Ex6-FNyVcAAcCMI?format=jpg&name=small', 'https://pbs.twimg.com/media/Ex6-FaJVgAM8JaN?format=jpg&name=360x360', 'https://pbs.twimg.com/profile_images/1183477047374405632/XZo4un_8_mini.jpg']",https://twitter.com/IsraelBuitronD/status/1377747538829324288
Vicorty09,@vicorty09,2021-04-01T22:19:31.000Z,"Oye Anabel Hernández: ¿Pero los apátridas esos de #Articulo19 de que te pudieron haber defendido si eres una mitómano paranoica, de que te defendió de tus delirios de persecución?GIF
Aristegui Noticias
@AristeguiOnline
 · Mar 31
Responde Anabel Hernández a AMLO: Artículo 19 me defendió a mí cuando me intentaron asesinar
http://ow.ly/YUP550Ee2Aw",,,,,"['https://pbs.twimg.com/tweet_video_thumb/Ex6-B7tVEAAHTHz.jpg', 'https://pbs.twimg.com/profile_images/1067110021115170816/YAPVlY0W_mini.jpg', 'https://pbs.twimg.com/media/Ex3TjJWXMAMPVYZ?format=jpg&name=240x240']",https://twitter.com/vicorty09/status/1377747483066052610
maverick_18,@maveric99869961,2021-04-01T21:24:57.000Z,"Replying to 
@monerorape""La generalización no ayuda"" te suenan las palabras 
@monerorape
? creo que tu #articulo19 se olvidó de algunos selectivamente",,,,,['https://pbs.twimg.com/media/Ex6xiqeWEAExd7Z?format=jpg&name=small'],https://twitter.com/maveric99869961/status/1377733747244666882
